URL,Depth,OrderWithinParent
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/prompting-and-prompt-fading-sequences/prompting-before-and-prompting-after-the-practice-stimulus.md,2,prompting-and-prompt-fading-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/prompting-and-prompt-fading-sequences/the-prompt-delay-interval.md,2,prompting-and-prompt-fading-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/prompting-and-prompt-fading-sequences/the-number-of-responses-prompted-at-one-time.md,2,prompting-and-prompt-fading-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/prompting-and-prompt-fading-sequences/the-accuracy-level-during-practice.md,2,prompting-and-prompt-fading-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/prompting-and-prompt-fading-sequences/prompt-fading-procedures.md,2,prompting-and-prompt-fading-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/number-of-practice-opportunities.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/the-distribution-of-practice-opportunities-in-time.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/the-size-of-the-practice-set.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/number-of-practice-opportunities-per-response-per-session.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/the-interspersal-ratio.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/timed-vs-untimed-practice.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/practice-response-sequences/the-selection-and-specification-of-exit-criteria.md,2,practice-response-sequences
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/the-introduction-maintenance-and-withdrawal-of-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/positive-versus-negative-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/reinforcement-versus-punishment-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/positive-reinforcement-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/negative-reinforcement-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/recovery-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/positive-punishment-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/negative-punishment-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/extinction-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/differential-reinforcement.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/two-types-of-differential-reinforcement-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/the-differential-reinforcement-of-different-performance-dimensions.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/the-timing-of-consequences-and-the-post-response-interval.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/response-consequence-contingencies/the-move-from-extrinsic-to-naturally-occurring-contingencies.md,2,response-consequence-contingencies
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/schedules-of-reinforcement-and-punishment/continuous-versus-intermittent-schedules.md,2,schedules-of-reinforcement-and-punishment
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/schedules-of-reinforcement-and-punishment/predictable-versus-unpredictable-schedules.md,2,schedules-of-reinforcement-and-punishment
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/schedules-of-reinforcement-and-punishment/time-based-schedules-versus-response-based-schedules.md,2,schedules-of-reinforcement-and-punishment
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/schedules-of-reinforcement-and-punishment/the-matching-law.md,2,schedules-of-reinforcement-and-punishment
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/schedules-of-reinforcement-and-punishment/the-move-from-continuous-to-intermittent-schedules-of-consequences.md,2,schedules-of-reinforcement-and-punishment
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/contingency-errors/inadvertent-positive-reinforcement-of-misbehaviour.md,2,contingency-errors
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/contingency-errors/inadvertent-negative-reinforcement-of-misbehaviour.md,2,contingency-errors
important-learning-and-teaching-events/functional-sequences-of-learning-interactions/contingency-errors/inadvertent-punishment-of-desired-behaviour.md,2,contingency-errors
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/school-organisation.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/school-climate.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/clarity-of-curriculum-goals.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/the-number-of-children-in-the-class.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/the-degree-of-diversity-amongst-the-children-in-the-class.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/the-number-of-antisocial-children-in-the-class.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-context-provided-by-schools-and-classrooms/the-amount-of-time-available-for-lesson-materials-preparation.md,2,the-context-provided-by-schools-and-classrooms
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/diagnostic-assessment-resources.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/resources-for-progress-monitoring.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/teaching-resources.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/the-previously-acquired-knowledge-of-the-children-in-the-class.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/the-extent-to-which-students-are-tutoring-each-other.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-resources-immediately-available-for-classroom-use/the-content-knowledge-and-pedagogical-skills-of-the-teacher.md,2,the-resources-immediately-available-for-classroom-use
important-learning-and-teaching-events/classroom-and-context-variables/the-extent-to-which-teaching-builds-on-each-child-s-entering-skills/content-prerequisites-and-method-prerequisites.md,2,the-extent-to-which-teaching-builds-on-each-child-s-entering-skills
important-learning-and-teaching-events/classroom-and-context-variables/the-extent-to-which-teaching-builds-on-each-child-s-entering-skills/the-extent-to-which-teaching-builds-on-current-content-knowledge.md,2,the-extent-to-which-teaching-builds-on-each-child-s-entering-skills
important-learning-and-teaching-events/classroom-and-context-variables/the-extent-to-which-teaching-builds-on-each-child-s-entering-skills/the-extent-to-which-missing-method-prerequisite-skills-are-taught.md,2,the-extent-to-which-teaching-builds-on-each-child-s-entering-skills
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/he-variables-which-determine-what-counts-as-sufficient-practice.md,2,the-amount-of-practice-is-provided
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-imposed-by-the-curriculum.md,2,the-amount-of-practice-is-provided
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitation-resulting-from-teacher-beliefs.md,2,the-amount-of-practice-is-provided
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-arising-from-class-size.md,2,the-amount-of-practice-is-provided
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-due-to-a-lack-of-practice-materials.md,2,the-amount-of-practice-is-provided
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-type-of-monitoring-procedure-used.md,2,monitoring-the-learning-of-individual-children
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-number-of-outcomes-monitored.md,2,monitoring-the-learning-of-individual-children
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-number-of-children-monitored-with-respect-to-each-of-these-outcomes.md,2,monitoring-the-learning-of-individual-children
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/natural-science-approaches-to-education-research.md,2,natural-science-social-science-and-ethnographic-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/social-science-approaches-to-education-research.md,2,natural-science-social-science-and-ethnographic-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/ethnographic-approaches-to-education-research.md,2,natural-science-social-science-and-ethnographic-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-behaviour-analysis-research.md,2,which-approaches-to-research-have-learning-as-their-subject-matter
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-cognitive-science.md,2,which-approaches-to-research-have-learning-as-their-subject-matter
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-qualitative-research.md,2,which-approaches-to-research-have-learning-as-their-subject-matter
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-behaviour-analysts.md,2,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-cognitive-scientists.md,2,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-ethnographers.md,2,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/explanations-in-a-physical-vocabulary-and-in-a-non-physical-vocabulary.md,2,types-of-explanation
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/immediate-cause-explanations-and-historical-explanations.md,2,types-of-explanation
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/some-common-types-of-immediate-cause-explanations.md,2,types-of-explanation
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-behaviour-analysts.md,2,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-cognitive-scientists.md,2,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-ethnographers.md,2,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/beliefs-about-the-nature-of-reality-and-what-can-be-observed/assumptions-about-the-nature-of-reality.md,2,beliefs-about-the-nature-of-reality-and-what-can-be-observed
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/beliefs-about-the-nature-of-reality-and-what-can-be-observed/assumptions-about-what-can-be-accomplished-by-observation.md,2,beliefs-about-the-nature-of-reality-and-what-can-be-observed
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-behaviour-analysts-study-events-which-can-be-observed-in-practice.md,2,what-exactly-is-observed-by-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-cognitive-scientists-study-events-which-can-be-observed-in-practice.md,2,what-exactly-is-observed-by-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-ethnographers-study-events-which-can-be-observed-in-practice.md,2,what-exactly-is-observed-by-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/indirect-vs-direct-measures-of-behaviour-change.md,2,what-are-the-main-issues-in-observing-and-recording-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/how-many-observations-should-be-made-during-the-course-of-a-change.md,2,what-are-the-main-issues-in-observing-and-recording-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/qualitative-or-quantitative-descriptions-of-change.md,2,what-are-the-main-issues-in-observing-and-recording-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/vaganotic-or-idemnotic-measures-of-change.md,2,what-are-the-main-issues-in-observing-and-recording-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/should-conclusions-be-based-on-the-performance-of-individuals-or-of-groups.md,2,what-are-the-main-issues-in-observing-and-recording-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-behaviour-analysts-observe-and-measure-learning.md,2,how-is-learning-measured-in-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-cognitive-scientists-observe-and-measure-learning.md,2,how-is-learning-measured-in-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-ethnographers-observe-and-measure-learning.md,2,how-is-learning-measured-in-the-three-main-approaches-to-research
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/reliability-threats-to-reliability-and-the-assessment-of-reliability.md,2,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/accuracy-threats-to-accuracy-and-the-assessment-of-accuracy.md,2,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/measurement-validity-threats-to-validity-and-the-assessment-of-validity.md,2,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-behaviour-analysts.md,2,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-cognitive-scientists.md,2,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-ethnographers.md,2,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/descriptive-questions-and-relational-questions.md,2,types-of-questions-and-the-research-methods-required-to-answer-them
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/three-types-of-relationships.md,2,types-of-questions-and-the-research-methods-required-to-answer-them
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/descriptive-correlational-and-experimental-procedures.md,2,types-of-questions-and-the-research-methods-required-to-answer-them
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/distinguishing-between-independent-variables-and-dependent-variables.md,2,types-of-questions-and-the-research-methods-required-to-answer-them
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/between-groups-experiments-and-within-subject-experiments.md,2,types-of-questions-and-the-research-methods-required-to-answer-them
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-used-by-behaviour-analysts.md,2,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-used-by-cognitive-scientists.md,2,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-of-the-ethnographer.md,2,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-experimental-procedures-of-the-behaviour-analyst.md,2,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-correlational-procedures-of-the-cognitive-scientist.md,2,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-experimental-procedures-of-the-cognitive-scientist.md,2,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-reliability-reproducibility-of-the-experimental-procedure.md,2,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-accuracy-of-the-measure-of-experimental-effects.md,2,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-validity-of-the-conclusions-drawn-from-the-experimental-results.md,2,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-chain-of-inference-which-is-involved-in-interpreting-experimental-effects.md,2,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/how-accurate-are-the-behaviour-analysts-attempts-to-measure-experimental-effects.md,2,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/how-accurate-are-the-cognitive-scientists-attempts-to-measure-experimental-effects.md,2,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/problems-arising-from-the-inappropriate-use-of-significance-testing-procedures.md,2,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/problems-inherent-in-the-hypothetico-deductive-method-practised-by-social-scientists.md,2,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-generalisability-of-experimental-results/do-behaviour-analysts-explore-the-generalisability-of-their-experimental-findings.md,2,the-generalisability-of-experimental-results
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-generalisability-of-experimental-results/do-cognitive-scientists-explore-the-generalisability-of-their-experimental-findings.md,2,the-generalisability-of-experimental-results
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-behaviour-analysis-methods.md,2,research-in-which-the-question-asked-determines-the-research-method
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-social-science-research.md,2,research-in-which-the-question-asked-determines-the-research-method
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-ethnographic-methods.md,2,research-in-which-the-question-asked-determines-the-research-method
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/arguments-for-and-against-using-only-the-results-of-scientific-research.md,2,research-in-general-or-just-the-scientific-research
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-behaviour-analysis-approach-a-scientific-approach.md,2,research-in-general-or-just-the-scientific-research
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-social-science-approach-a-scientific-approach.md,2,research-in-general-or-just-the-scientific-research
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-ethnographic-approach-a-scientific-approach.md,2,research-in-general-or-just-the-scientific-research
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/what-is-to-count-as-evidence-in-the-move-to-evidence-based-practice.md,2,research-in-general-or-just-the-scientific-research
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/how-much-scientific-evidence-is-required-to-justify-a-change-to-evidence-based-teach-practice/levels-of-empirical-support.md,2,how-much-scientific-evidence-is-required-to-justify-a-change-to-evidence-based-teach-practice
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice/is-there-a-corpus-of-research-which-could-be-used-to-guide-developments-in-teaching.md,2,are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice/is-scientific-research-stimulating-technological-developments-in-teaching.md,2,are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-behaviour-analysts-in-developing-an-explanatory-theory.md,2,progress-in-developing-an-empirical-theory-of-learning
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-cognitive-scientists-in-developing-an-explanatory-theory.md,2,progress-in-developing-an-empirical-theory-of-learning
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-qualitative-researchers-in-developing-an-explanatory-theory.md,2,progress-in-developing-an-empirical-theory-of-learning
the-conditions-upon-which-learning-depends/respondent-processes/how-new-meanings-are-acquired/conditions-necessary-for-the-acquisition-of-new-meanings.md,2,how-new-meanings-are-acquired
the-conditions-upon-which-learning-depends/respondent-processes/how-new-meanings-are-acquired/conditions-which-may-affect-the-acquisition-of-new-meanings.md,2,how-new-meanings-are-acquired
the-conditions-upon-which-learning-depends/respondent-processes/how-likes-and-dislikes-develop/conditions-necessary-for-the-development-of-a-liking-for.md,2,how-likes-and-dislikes-develop
the-conditions-upon-which-learning-depends/respondent-processes/how-likes-and-dislikes-develop/conditions-which-may-affect-the-development-of-new-likes-and-dislikes.md,2,how-likes-and-dislikes-develop
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-necessary-for-the-acquisition-of-a-new-anxiety/fear-response.md,3,conditions-necessary-for-the-acquisition-of-a-new-anxiety
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-which-may-affect-the-acquisition-of-new-fear/anxiety-responses.md,3,conditions-which-may-affect-the-acquisition-of-new-fear
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-necessary-for-the-extinction-of-conditioned-anxiety/fear-responses.md,3,conditions-necessary-for-the-extinction-of-conditioned-anxiety
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-which-may-affect-the-extinction-of-a-conditioned-fear/anxiety-response.md,3,conditions-which-may-affect-the-extinction-of-a-conditioned-fear
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/necessary-condition-1-the-matching-law-for-positive-reinforcement.md,2,how-motivation-and-persistence-develop
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/necessary-condition-2-the-matching-law-for-negative-reinforcement.md,2,how-motivation-and-persistence-develop
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/conditions-which-may-affect-motivation.md,2,how-motivation-and-persistence-develop
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-1-the-opportunity-to-observe-models-of-competent-performance.md,2,how-completely-new-behaviours-and-skills-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-2-the-opportunity-to-practise.md,2,how-completely-new-behaviours-and-skills-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-3-the-differential-reinforcement-of-improvements-in-performance.md,2,how-completely-new-behaviours-and-skills-are-acquired
